title,description,url
"Berkeley COVID-19 hardship grants available for renters, others","Berkeley's small businesses, low-income renters, arts and other nonprofit organizations can apply now for emergency relief funds to lessen ...",https://www.eastbaytimes.com/2020/04/01/in-brief-berkeley-covid-19-hardship-grants-available-for-renters-others
Berkeley Needs Your Help: Donate to the Berkeley Relief Fund,"Dear friend,. Thanks to the generous support of Berkeley residents, last March we were able to raise $1.3 million for the Berkeley Relief ...",https://www.jessearreguin.com/newsletters-2/2020/12/15/berkeley-needs-your-help-donate-to-the-berkeley-relief-fund
Financial Aid - Berkeley Law,"Berkeley Law is committed to providing one of the best suites of financial aid programs. The Financial Aid Office helps eligible students to obtain grants, ...",https://www.law.berkeley.edu/admissions/jd/financial-aid/
Contact Us - Berkeley Law,"J.D. Admissions Office. University of California, Berkeley School of Law 225 Law Building Berkeley, CA 94720-7200. Phone Numbers: J.D. Program ...",https://www.law.berkeley.edu/about-us/contact-us/
Loan Repayment Assistance Program (LRAP) - Berkeley Law,Book an Appointment · LRAP eligibility guidelines · Webinar: LRAP and PSLF for public interest grads · COVID-19 & your student loans · PSLF tips · Apply now ...,https://www.law.berkeley.edu/admissions/jd/financial-aid/loan-repayment-assistance-program/
Evening & Weekend Berkeley MBA Program | Berkeley Haas,"Explore the rigor and rewards of the #2-ranked Berkeley part-time MBA program, delivering a complete MBA experience on an evening or weekend schedule.",https://ewmba.haas.berkeley.edu/
Oakland Business Assistance Center,The Business Assistance Center offers free help and referrals for small business owners and entrepreneurs located in Oakland. Business Resources; About; Contact ...,https://www.oaklandca.gov/topics/oakland-business-assistance-center
City of Oakland - Grant Program - COVID-19 Resource Hub,Details: The City of Oakland announced the availability of emergency grants to help vulnerable small businesses weather the impacts of COVID-19.,https://covidresources.gusto.com/resource/city-of-oakland-grant-program/
Oakland Grants - Working Solutions CDFI,"Oakland Small Business Emergency Grant Program - Currently Closed ... to small businesses during the COVID-19 crisis, please visit the following sites:.",https://www.workingsolutions.org/oakland-grants
RESILIENCY FUND - Oakland African American Chamber of ...,"Reopening Black Businesses Together Based on expressed need and the level of ... owned business in Oakland, California and would like to apply for a Grant, ...",https://oaacc.org/resiliency-fund/
Governor Newsom Signs Paid Sick Leave Extension ...,OAKLAND – Governor Gavin Newsom today visited a small business in ... in COVID-19 relief grants for California's small businesses: SB 113 ...,https://www.gov.ca.gov/2022/02/09/governor-newsom-signs-paid-sick-leave-extension-expanded-relief-for-small-businesses-and-historic-package-to-promote-innovation-and-entrepreneurship-in-california/
Governor Newsom Signs COVID-19 Recovery Package to ...,California Comeback Plan's unprecedented small business support includes $4 billion relief grant program and $6.2 billion in tax relief.,https://www.gov.ca.gov/2021/10/08/governor-newsom-signs-covid-19-recovery-package-to-support-businesses-continue-successful-pandemic-adaptations/
Comcast RISE to Award Grants to BIPOC Business Owners in ...,Comcast RISE to Award Grants to BIPOC Business Owners in Oakland ... the Director of Government Affairs for Comcast California.,https://www.nbcbayarea.com/news/local/comcast-rise-to-award-grants-to-bipoc-business-owners-in-oakland/2671678/
Oakland CARES Nonprofit Grant Fund - Community Vision,"Identify programmatic need or loss of organization income due to COVID-19 business interruption such as: Lack of program funding, contract funding, or grant ...",https://communityvisionca.org/oaklandcares/
Small-Business Grants: Where to Find Free Money - Main ...,"The programs help connect small businesses, universities and research centers with federal grants and contracts from 12 government agencies. State and regional ...",https://mainstreetlaunch.org/small-business-grants-find-free-money/
Oakland small businesses can apply for state COVID-19 relief ...,"The state of California has announced a second round of COVID-19 relief grants of up to $25,000 for small businesses and nonprofits.",https://oaklandside.org/2021/01/26/oakland-small-businesses-can-apply-for-next-round-of-state-covid-19-relief-grants-starting-february-2/
The Unity Council Awarded a $850000 Wells Fargo Grant to ...,"Oakland, CA – The Unity Council received a $850,000 grant from Wells ... and East Oakland businesses manage the economic effects of COVID-19 ...",https://unitycouncil.org/2021/12/the-unity-council-awarded-a-850000-wells-fargo-grant-to-support-fruitvale-and-east-oakland-small-businesses/
Oakland Unified School District / Homepage,Oakland Unified School District is building a Full Service Community District where Every Student Thrives!,https://www.ousd.org/
"Civic Arts Grants Program - City of Berkeley, CA","CITY OF BERKELEY CIVIC ARTS GRANT PROGRAM Funding for Berkeley-based arts organizations, individual artist projects, and festivals taking place in Berkeley.",https://www.cityofberkeley.info/GrantsProgram.aspx
"Civic Arts Homepage - City of Berkeley, CA","Funding grants to artists, arts organizations, and festivals. • Providing opportunities for artists to create and display work in the public realm. • Ensuring ...",https://www.cityofberkeley.info/civic-arts/
City-funded art installations aim to buck up spirits after pandemic,Berkeley has given artists and performers $200000 in grants to create public displays that will enliven the city's spirits.,https://www.berkeleyside.org/2021/11/25/covid-19-recovery-public-arts-program
Creativity in the Time of COVID | Berkeley Arts + Design,"The art studio is closed right now, but we have moved many of our classes online! Stay connected to our community, learn something new, and support the ...",https://artsdesign.berkeley.edu/creativity-in-the-time-of-covid
COVID-19 - UC Berkeley Art Practice,"For more information about UC Berkeley instruction during COVID, ... of California, as well as additional regulations specific to Art ...",https://art.berkeley.edu/covid19
Opportunities - UC Berkeley Art Practice,"The Art Practice department offers numerous monetary awards and opportunities ... and lists numerous artist residencies, funding opportunities, and support.",https://art.berkeley.edu/opportunities
2727 California Street,"2727 California Street is an art & education initiative and an artist-in-residence program. We are located in Berkeley, CA. Menu. About This Place · Support ...",https://2727.today/
UC Berkeley Physics |,Welcome to the Physics Department at the University of California at Berkeley. The Department is responding to the current time of the coronavirus with ...,https://physics.berkeley.edu/
Access Policy | UC Berkeley Library,"Anthropology Library, 230 Anthropology and Art Practice Building ... Berkeley, CA 94720-6000. 510-642-2400 ... Using the Library during COVID-19.",https://www.lib.berkeley.edu/libraries/anthropology-library/access-policy
Collections | UC Berkeley Library,"The Bancroft Library is the primary special collections library at the University of California, Berkeley. One of the largest and most heavily used ...",https://www.lib.berkeley.edu/libraries/bancroft-library/collections
BAMPFA Announces Reopening Dates,"Berkeley, CA) April 8, 2021—The UC Berkeley Art Museum and Pacific Film ... After a thirteen-month closure due to the COVID-19 pandemic, ...",https://bampfa.org/press/bampfa-announces-reopening-dates
California Lawyers for the Arts - Home,"If you are a creative artist, an arts organization, an inventor — or anyone ... legal question — California Lawyers for the Arts would like to help you find ...",https://www.calawyersforthearts.org/
Graduate Theological Union | Abundant Pathways ...,"Access the latest, most up-to-date COVID-19 resources, policies, and news for faculty, students, and staff of the GTU, including guidance for staying safe ...",https://www.gtu.edu/
Berkeley Playhouse - Where Music and Theater Come to Life,"View our Covid-19 Safety Protocols ... DONATE TODAY Support arts education, mainstage musicals, artists & more. Help us continue to make theater magic!",https://tickets.berkeleyplayhouse.org/
Makers Paradise,"He has worked out of Studio One Art Center (part of Oakland Parks ... art gallery -located at 1790 Shattuck Avenue in Berkeley, California- which includes ...",https://www.makersparadise.org/
Covid Resources - Koreatown Northgate,State of California Coronavirus Information Page ... LOANS AND GRANTS. Oakland Small Business Grant Relief Fund: donate or request assistance,https://www.koreatownnorthgate.org/covid-resources
Get help for your Fruitvale small business - The Unity Council,Fruitvale Business Improvement District Specific Resources · Local Resources & Information · Tax Assistance · Square Resource Hub · Grants for Small Businesses ...,https://unitycouncil.org/covid-19/resources-for-small-businesses-and-small-business-employees/
$1 million fund from Comcast to support diverse Oakland ...,"Comcast will be giving out $10000 grants to small Oakland businesses led by people of ... Be based within Oakland, California, city limits.",https://www.bizjournals.com/sanfrancisco/news/2021/09/28/1-million-fund-from-comcast-to-support-diverse-oa.html
Black Business Rebuild Fund - SOOAKLAND,"APPLICATIONS FOR OUR -rebuild oakland black businesses fund ... We are funding small independently-owned, Black owned-based businesses ONLY.",http://www.sooakland.com/sooakland-foundation
On-Campus Organizations - Centers for Educational Justice ...,"Lesbian, Gay, Bisexual, Transgender, and Queer + (LGBTQ+) Programs and Services ... the next generation of LGBT business professionals at UC Berkeley.",https://cejce.berkeley.edu/geneq/resources/lgbtq-resources/campus-organizations
LGBTQ | Full-time Berkeley MBA,"LGBTQ MBA students and allies at Berkeley Haas form an active community, ... and support of LGBTQ issues at Haas and across the UC Berkeley campus.",https://mba.haas.berkeley.edu/student-life/lgbtq
"Current Bid and Proposal Opportunities - City of Berkeley, CA","The following is a list of current solicitations for City of Berkeley ... Prevention and Early Intervention (PEI) Trauma Support Services for Lesbian, Gay, ...",https://www.cityofberkeley.info/RFP/
Business - Berkeleyside,"The latest news about Business in Berkeley, California. ... COVID: 8 stories of coping ○ The numbers | WATCH: FalconCam ...",https://www.berkeleyside.org/business
News & Announcements - Chaparral House,Scarce rapid tests force Berkeley nursing homes to make agonizing choices ... Chaparral House is featured in this article about the impact of COVID-19 ...,https://www.chaparralhouse.org/news-announcements/
"PFLAG Oakland/East Bay, USA, California, Berkeley","Gay & Lesbian (LGBTQ) Events, free events, things to do, lesbian events, senior events, latinx events, support groups, trans events, gay parents,...",https://www.gaypinkspots.com/event/4th-tuesday-meeting-pflag-oakland-east-bay.html
Our Family Coalition: Home,"For over twenty years, Our Family Coalition has provided LGBTQ+ families in the Bay Area and beyond unparalleled support, education, and advocacy.",https://ourfamily.org/
"March 21, 2020 (updated with new signers on April 15, 2020) The ...","In response to COVID-19, California's nonprofits are stepping up without ... Julie Kellner, Managing Director, Aurora Theatre Company, Berkeley, CA (Alameda ...",https://calnonprofits.org/images/downloads/CalNonprofits_sign-on_letter_to_CA_leaders_FINAL_updated_April_15_2020.pdf
Dharaa Upadhyaya - LANE FERTILITY INSTITUTE - LinkedIn,"San Francisco Bay Area · Clinical Coordinator · LANE FERTILITY INSTITUTELANE FERTILITY INSTITUTEUniversity of California, Berkeley ... Assisting in UC Berkeley East Bay COVID-19 Study examining asymptomatic spread in Covid-19 ...",https://www.linkedin.com/in/dharaa-upa
LGBT Asylum Program - East Bay Sanctuary Covenant,"EBSC provides legal assistance and psychological support to over 550 Lesbian, Gay, Bisexual, Transgender, and Intersex (LGBTI) people fleeing violence and ...",https://eastbaysanctuary.org/lgbt-asylum-program/
Oakland Together Small Business Recovery Grant,"Oakland County is dedicating $28 to $30 million from the federal Coronavirus Aid, Relief, and Economic Security (CARES) Act Fund to help small businesses ...",https://www.oakgov.com/covid/grants/Pages/small-business-recovery.aspx
Oakland Woman Sentenced To Three Years In Million Dollar ...,"PPP loan proceeds were distributed to faltering businesses for limited, identified business expenses such as payroll costs, mortgage interest, ...",https://www.justice.gov/usao-ndca/pr/oakland-woman-sentenced-three-years-million-dollar-pandemic-relief-fraud
Beneficial State Bank | Bank with Purpose,"75%+ of our loan dollars support a socially-just and ... small businesses, and other do-no-harm enterprises with lending and deposits to ... covid-img.jpg.",https://www.beneficialstatebank.com/
Resources & Events for Oakland Partners,Partner Resources · Marketing Tool Kit · COVID-Related Small Business Support · Partnerships Contact ...,https://www.visitoakland.com/partners/
Resources for Commercial Tenants and Small Businesses,EBALDC COVID Commercial Tenant Resiliency Program (CCTRP) ... personalized assistance with SBA Loans through the Northern California SBDC Network.,https://ebaldc.org/resources-for-commercial-tenants-and-small-businesses/
Main Street Launch,We are committed to making our communities stronger through equal opportunity lending strategies. We work with small businesses to achieve long-lasting ...,https://mainstreetlaunch.org/
Oakland Housing Authority,"Emergency Rental Assistance Program (ERAP)​. If you owe rent due to COVID 19, OHA is here to help! Please call your Property ...",http://www.oakha.org/Pages/default.aspx
Oakland CARES Act: Nonprofit Grant Program,"The Oakland CARES Act Nonprofit Grant Program distributed $850,000 in grants to Oakland-based community-serving nonprofit organizations.",https://www.oaklandca.gov/resources/oakland-cares-nonprofit-grant-program
Overview & Priorities - Oakland Fund for Public Innovation,"The Oakland COVID-19 Relief Fund provided immediate grants to nonprofit organizations working on the frontlines. We are committed to a thoughtful, rapid, ...",https://www.oaklandfund.org/overview-and-priorities/
Oakland COVID-19 Relief Fund | Philanthropy California,You can help by donating to the Oakland COVID-19 Relief Fund. Your tax-deductible donations will go to non-profit community organizations or public agencies ...,https://www.philanthropyca.org/resources/oakland-fund-public-innovation-oakland-covid-19-relief-fund
COVID-19 Relief Fund - Giving Compass,You can help by donating to the Oakland COVID-19 Relief Fund. Your tax-deductible donations will go to non-profit community organizations who are diligently ...,https://givingcompass.org/fund/oakland-fund-for-public-innovation-covid-19-relief-fund
Keeping Space - Oakland - CAST - Community Arts ...,"Modeled on San Francisco's Nonprofit Displacement Mitigation Program for Arts and Culture, led by CAST and Northern California Community Loan Fund (NCCLF), ...",https://cast-sf.org/keeping-space-oakland-2-2/
College Futures Foundation: Home,"Responding to COVID-19 ... Portrait of Student Parents at the CA Community Colleges ... 1999 Harrison Street, Suite 1900, Oakland CA 94612.",https://collegefutures.org/
St. Mary's Center – Everybody needs a place,"We are not able to accept in-kind donations at this time. ... Community Church, 1527 34th St., Oakland, 94608 is open: Mon 9 – 4; Weds 11 – 6; Thurs 9 – 4.",https://stmaryscenter.org/
East Oakland Community Project,"The COVID-19 pandemic has been one of the biggest challenges for our entire world. For people experiencing homelessness in Oakland and Alameda County, it was an ...",https://www.eocp.net/
Home - The California Wellness Foundation - The California ...,Mission · Our Story · Board · Staff · Employment · Money · What We Fund · Apply for a Grant · Search Our Grants · Investments.,https://www.calwellness.org/
Small business COVID relief grants are still available. But will ...,"Alameda County is accepting applications for CARES Act grants. ... opens his shop located in the Fruitvale district in Oakland, CA.",https://oaklandside.org/2020/11/25/small-businesses-covid-relief-grants/
Oakland community group creates COVID-19 relief grant to ...,"An idea was born to create a COVID-19 relief fund, using the nonprofit status of the Longfellow Community Association.",https://abc7news.com/covid-19-relief-grant-oakland-longfellow-community-association-nonprofit/9916804/
COVID-19 Research & Advocacy at UC Berkeley,"Minority-owned businesses need inclusive policies, especially during COVID- ... California child care system collapsing under COVID-19, Berkeley report says.",https://vcresearch.berkeley.edu/covid-19/news
COVID-19 Graduate Student Resources,The GA has compiled a list of resources for graduate students to help support student ... UC Berkeley COVID-19 Relief Funds are for currently enrolled ...,http://ga.berkeley.edu/resources/covid-19-graduate-student-resources/
Disparate Impact of Covid on CA Small Businesses,igs@berkeley.edu. The recent IGS poll shows that minority small business owners were significantly more negatively impacted by the pandemic ...,https://escholarship.org/content/qt1jx6c3zw/qt1jx6c3zw_noSplash_6ae14388a564f28c273a1726f243dcdb.pdf?t=r05jsa
LBL Careers - Jobs,My company has a lot of open positions! ... Please visit the Berkeley Lab COVID-19 Vaccination Policy webpage for more ... Business Operations Opportunities.,https://lbl.referrals.selectminds.com/
Urban Displacement Project - Urban Displacement,Minority-Owned Business Vulnerability. Learn about how COVID-19 has impacted minority-owned businesses in the Bay Area. Click Here · Displacement Typology.,https://www.urbandisplacement.org/
Job/Career Posts and Resources - - Berkeley City College,"Applicant must be energetic and ready to help build a business. ... Homebridge Recruitment Coordinator – Full time position available in San Francisco, CA.",https://www.berkeleycitycollege.edu/transfer/resources-for-career-exploration/
PIRE Centers,COVID-19 Impacts on Community-Based Substance Use Prevention and Treatment ... Fast Company. Editorial: California must keep fighting for gun control.,https://www.pire.org/
New COVID sick leave exempts 1 in 4 California workers,The vast majority of businesses in California have four or fewer employees according to data from California's Employment Development Department ...,https://calmatters.org/economy/2022/02/covid-paid-sick-leave/
Bayer in Berkeley - Bayer United States of America,"Building on its strong foundation in biologics development and biomanufacturing in Berkeley, Bayer is diversifying its operations. The company is investing ...",https://www.bayer.com/en/us/berkeley-site-updates
Jenny Kwon - Undergraduate Research Assistant - LinkedIn,"Investigative Reporting ProgramUniversity of California, Berkeley ... Assisted in researching for an episode on long COVID for ""Civic,"" KSFP & SFPP's radio ...",https://www.linkedin.com/in/kwonjs
Douglas Fox - Assistant Specialist/COVID-19 (A)BSL-3 ...,"Douglas Fox. COVID-19 research in BSL-3 and animal BSL-3 facilities. University of California, BerkeleyUC Berkeley College of Chemistry.",https://www.linkedin.com/in/douglas-m-fox
A to Z Fund Mini-Grant Application,The Oakland Public Education Fund is a nonprofit that leads the development and investment of community resources in Oakland public schools so that all students ...,https://www.oaklandedfund.org/programs/atoz/atoz-minigrants/
East Bay Community Foundation - Grants,"Oakland, California, United States ... the United States and aid access to federal COVID-19 relief funding by providing targeted technical assistance, ...",https://www.wkkf.org/grants/grant/2021/10/covid-19-african-american-education-and-outreach-partnership-6004187
Oakland Fund for Public Innovation | Empowering a City to ...,"We can try creative ideas without risking taxpayer funds, and by identifying and pioneering new strategies. We partner with local government — while working ...",https://www.oaklandfund.org/
FEMA,Visit our COVID-19 page and the CDC Coronavirus page for the latest ... Number of hazard mitigation assistance sub-grants awarded in calendar year 2021.,https://www.fema.gov/
The Unity Council – Building vibrant communities where ...,"From our COVID-19 Financial Assistance to our Food Distribution programs, ... Oakland, CA – The Unity Council received a $850,000 grant from Wells Fargo's ...",https://unitycouncil.org/
$3.1 Million in Grants Awarded to California Organizations for ...,"Oakland, CA)—California Humanities is pleased to announce that over $3.1 million in ... organizations facing challenges due to COVID-19.",https://calhum.org/relief-recovery-grants-press-release/
International Rescue Committee (IRC),The International Rescue Committee (IRC) responds to the world's worst humanitarian crises and helps people to survive and rebuild their lives.,https://www.rescue.org/
Beneficial State Bank | Bank with Purpose,We build prosperity in local communities. 75%+ of our loan dollars support a socially-just and environmentally-sustainable world.,https://beneficialstatebank.com/
Street Level Health Project,"We are an Oakland-based community center dedicated to improving the wellbeing of underinsured, uninsured, and recently arrived immigrants in Alameda County.",http://streetlevelhealthproject.org/
City of Oakland Announces Availability of Small Business ...,"Today, the City of Oakland announced the availability of emergency grants to help vulnerable small businesses weather the impacts of COVID-19.",https://www.oaklandca.gov/news/2020/city-of-oakland-announces-availability-of-small-business-emergency-grants-in-partnership-with-working-solutions
East Bay Small Business Loans | Pacific Community Ventures,"Fair and affordable small business loans from a nonprofit lender, serving communities like Oakland, Concord, Antioch, Hayward, and Richmond.",https://www.pacificcommunityventures.org/small-business-loans/east-bay-small-business-loans/
"Woman used COVID loans for shopping spree in CA, feds say","Christina Burden, of Oakland, was sentenced to three years in prison on bank fraud and money laundering charges on Feb. 24, the U.S. Attorney's ...",https://www.charlotteobserver.com/news/nation-world/national/article258778493.html
11 Oakland CA hospital workers ill with COVID - The ...,"Eleven workers at an Oakland, California, hospital have tested positive for COVID-19, at least six with the omicron variant, ...",https://www.sacbee.com/news/coronavirus/article256455391.html
Whole Foods at Bay Place | Retail Space for Lease in Oakland ...,"Whole Foods at Bay Place is a retail shopping center in Oakland, California. ... to COVID-19 may be eligible for an economic disaster relief loan of up to ...",https://www.sitecenters.com/properties/whole-foods-at-bay-place
Oakland Public Library,"Special Collections. Our special collections include the Oakland History Center, African American Museum and Library at Oakland, and the Oakland Tool Lending ...",https://oaklandlibrary.org/
Apply for Financial Aid - Holy Names University - Oakland CA,"So, what exactly is financial aid? Financial aid is money offered in the form of scholarships, grants, work-study, and loans. This assistance is merit-based ...",https://hnu.edu/admissions-aid/financial-aid/
The Runway Project - RSF Social Finance,"Loan provided by the Women's Capital Collaborative Oakland, California ... are experiencing a significant loss of revenue during the COVID-19 crisis.",https://rsfsocialfinance.org/person/the-runway-project/
Introducing the Generational Recovery Fund - Northern ...,"The GRF will serve Bay Area counties for 5 years, ... from the harms of COVID-19 is a key principle of NCG's Equitable Recovery Framework.",https://ncg.org/news/introducing-generational-recovery-fund
Delivering on an Equitable Recovery for Californians - Public ...,"Throughout California's economic recovery, state leaders have ... The Bay Area, Central Coast, and Southern Border regions are also doing a ...",https://www.ppic.org/blog/delivering-on-an-equitable-recovery-for-californians/
Pandemic Relief & Recovery: Emergency Funding & The Bay ...,"An analysis of the COVID-19 relief support grantmakers provided to Bay Area artists and cultural organizations, how it helped mitigate the ...",https://www.issuelab.org/resource/pandemic-relief-recovery-emergency-funding-the-bay-area-arts-community.html
Donations and Investments - Oakland Fund for Public Innovation,"Covid-19 Relief Fund ... Blue Shield of California · The Stupski Foundation. $100-499K ... We are putting these donations to work rapidly, making grants to ...",https://www.oaklandfund.org/donations-and-investments/
Gov. Newsom Promotes COVID Relief for Small Businesses ...,Part of Newsom's $100 billion California Comeback recovery plan includes an extra $1.5 billion in COVID-relief grants for small businesses ...,https://sanfrancisco.cbslocal.com/2021/06/17/gov-newsom-oakland-covid-relief-small-businesses/
Grant Opportunity for Local Minority-Owned Businesses Hurt ...,"Grant Opportunity for Local Minority-Owned Businesses Hurt by COVID-19 Pandemic. Small businesses are the heart of our neighborhoods, and an essential part ...",https://oakdiocese.org/news/grant-opportunity-for-local-minority-owned-businesses-hurt-by-covid-19-pandemic
Mayor Arreguin Reactivates the Berkeley Relief Fund & Urges ...,"BERKELEY–Today, with the holiday season here and COVID-19 ... with the Berkeley Chamber of Commerce to support local businesses and ...",https://www.jessearreguin.com/press-releases/2020/12/16/mayor-arreguin-reactivates-the-berkeley-relief-fund-amp-urges-residents-to-support-small-business-on-black-friday
Black businesses in Berkeley reflect on how COVID-19 has ...,"Before you support people and support Black and minority-owned businesses, you have to be aware about who they are and really push yourself to ...",https://www.dailycal.org/2021/02/04/black-businesses-in-berkeley-reflect-on-how-covid-19-has-impacted-them/
Berkeley Bowl: HOME,"With the updates to the state COVID-19 recommendations, we are once again allowing reusable bags to be used in-store. This means you're welcome to bring your ...",https://www.berkeleybowl.com/
"'Get the shot,' pleads Oakland minister and COVID survivor","This is why Black churches have become indispensable in COVID vaccination efforts in California and throughout the nation,” said VaShone Huff.",https://www.berkeleyside.org/2022/01/24/get-the-shot-pleads-oakland-minister-and-covid-survivor
Digital tools and delivery help small businesses adapt during ...,"help small businesses stay afloat during the coronavirus pandemic, ... she faced a decline in walk-in sales at her Berkeley, California, ...",https://www.axios.com/small-businesses-coronavirus-delivery-cupcakes-foods-berkeley-6a3f20a7-a17d-4c38-a278-c168fab0e9de.html
Black Cultural Zone,"Since 2014, the East Oakland Black Cultural Zone Collaborative Partners has ... organizing and community groups to help keep Black folks in East Oakland.",https://blackculturalzone.org/
East Bay Municipal Utility District: Home,Coronavirus Update: EBMUD continues to provide essential water and ... We invest in our communities and support #blackbusiness and #minority #entrepreneurs.,https://www.ebmud.com/
Homepage | SAHA,SAHA provides quality affordable homes and services that empower people and strengthen neighborhoods. We at SAHA join in solidarity and allyship with our Black ...,https://www.sahahomes.org/
California's great COVID pivot: Pandemic policies expire,"With the California COVID test positivity rate dropping to 1.9%, ... state lawmakers rush to find a legislative solution to help UC Berkeley ...",https://calmatters.org/newsletters/whatmatters/2022/03/california-covid-pivot/
Emergency Rental Assistance Program Portal Open - City of ...,"Oakland, CA –The Emergency Rental Assistance Program (ERAP) portal opened today, October 1. Tenants and property owners in need of financial ...",https://www.oaklandca.gov/news/2021/emergency-rental-assistance-program-portal-open
"financial assistance programs in Oakland, CA | findhelp.org","financial assistance programs and help in Oakland, CA. Search 701 social services programs to assist you.",https://www.findhelp.org/money/financial-assistance--oakland-ca
Oakland and Alameda County rent assistance programs.,"Oakland California low income families and tenants can get help with rent, ... on a financial assistance program known as Season of Sharing (SOS).",https://www.needhelppayingbills.com/html/oakland_rent_assistance.html
Category: News - The Unity Council,"From our COVID-19 Financial Assistance to our Food Distribution programs, ... Oakland, CA – The Unity Council received a $850,000 grant from Wells Fargo's ...",https://unitycouncil.org/category/news/
Community Resources - EBALDC,Expensify: A fund to assist families by matching essential SNAP grocery purchases during the COVID-19 outbreak. Oakland REACH Relief Fund: A fund to support ...,https://ebaldc.org/community-resources/
Up-to-date COVID-19 information - Western Center on Law ...,"California's COVID-19 Rent Relief program can be accessed here, ... and financial assistance available to California renters and landlords.",https://wclp.org/covid-19-coronavirus-information-response-and-considerations/
Housing Services in Alameda County - Catholic Charities East ...,"OAKLAND RESIDENTS As part of Keep Oakland Housed, Catholic Charities is helping low-income Oakland renters apply for Federal Emergency Rental Assistance Program ...",https://www.cceb.org/housing-services-in-the-county-of-alameda/
Keep Oakland Housed | Home,"is committed to preventing Oakland residents from losing their housing by providing legal representation, emergency financial assistance, and supportive ...",https://www.keepoaklandhoused.org/
News | Keep Oakland Housed,The program's approach may be a model for California and the country. ... Extending COVID-19 Financial Assistance through KOH ...,https://www.keepoaklandhoused.org/news
Oakland Economic Recovery Advisory Council,"The purpose of the Advisory Council is to recommend specific local policy and strategies to facilitate economic recovery from the COVID-19 crisis, starting with ...",https://www.oaklandca.gov/topics/oakland-economic-recovery-advisory-council
Caltrans: California Department of Transportation,California for All - COVID-19 Updates Vaccinate all 58. ... Caltrans is beautifying public spaces by funding local projects through the #CleanCA program.,https://dot.ca.gov/
COVID-19 Relief Fund For Oakland Students & Schools,"In partnership with the Oakland Unified School District, our COVID-19 Relief Fund has raised over $2.5 million thanks to 2,000+ generous donors.",https://www.oaklandedfund.org/give/covid-19/
"Rescue lives in Oakland, CA","The IRC in Oakland, CA. The International Rescue Committee provides opportunities for refugees, asylees, victims of human trafficking, survivors of torture, ...",https://www.rescue.org/united-states/oakland-ca
"Port of Oakland | Seaport, Airport, Commercial Real Estate","The gateway to US commerce, the Port is located on the Oakland waterfront and is host to Oakland's tourism, estuaries and waterfront parks, as well as, ...",https://www.portofoakland.com/
COMMUNITY OUTREACH - Oakland Asian Cultural Center,"OACC is a member of the Oakland Chinatown Coalition, which “works for a strong, ... Oakland Indie Alliance COVID Recovery Fund – currently raising money to ...",https://oacc.cc/community-outreach/
COVID-19 Update | Southwest Airlines,"If you cancel a nonrefundable ticket (Wanna Get Away fare) in accordance with our No Show policy, it is converted into travel funds that can be used for a ...",https://www.southwest.com/coronavirus/
ADDITIONAL RESOURCES - Oakland African American ...,ADDITIONAL RESOURCES The Coronavirus Aid Relief and Economic Security (CARES) Act was signed into law on March 27. It's designed to help businesses dealing ...,https://oaacc.org/additional-resources/
Organizations | East Bay Community Foundation,"Focus areas: Economic Development. Founding Date: 1988. Oakland, CA. County: Alameda. Leader: Muhammad Nadhiri , Chairman. Budget Size: Small ...",https://www.ebcf.org/organizations/
AnewAmerica Women's Business Center - Oakland,"Anewamerica Women's Business Center, Oakland - Operations During COVID 19 ... or technical assistance/counseling – is organized to accommodate client needs.",https://www.anewamerica.org/en/services/anewamerica-women-s-business-center-oakland
How Oakland Is Helping Small Businesses Survive During the ...,"Black and immigrant-owned businesses are struggling, but Oakland is trying to help them survive.",https://nextcity.org/urbanist-news/how-oakland-is-helping-small-businesses-survive-during-the-pandemic
CalChamber Members Answer Oakland African American ...,"When the coronavirus pandemic hit last year and local small businesses struggled to survive, the Oakland African American Chamber of ...",https://advocacy.calchamber.com/2021/02/23/calchamber-members-answer-oakland-african-american-chamber-call-to-support-resiliency-fund-to-help-small-businesses/
"Black History Month Events & Experiences in Oakland, CA","Be sure to support Black-owned businesses during the month of February on our site ... Unfortunately, the Oakland Museum is temporarily closed due to COVID, ...",https://www.visitoakland.com/black-history-month/
Section 8 - Oakland Housing Authority,"State of California COVID-19 Rent Relief ... All Section 8 program participants receive a utility allowance​​ based on the unit type, unit size and ...",http://www.oakha.org/residents/housing%20choice-voucher-residents/pages/default.aspx
"COVID-19 Updates for Oakland, CA | Information & Resources","View the latest announcements and resources regarding COVID-19 in Oakland, CA. Find business resources, restaurants offering takeout, and mask requirements.",https://www.visitoakland.com/covid19-oakland-travel-updates/
Important COVID-19 Information - City of Oakland,"California's Eviction Moratorium expired on September 30th. However, Oakland's Emergency Moratorium will continue to prohibit most evictions, rent increases ...",https://www.oaklandca.gov/services/important-covid-19-information
OHA Reduces In-Person Services - Oakland Housing Authority,Click here to check eligibility requirements and apply! Watch video for more information. ​EMERGENCY RENTAL ASSISTANCE PROGRAMS. State of California COVID-19 ...,http://www.oakha.org/AboutUs/HighlightsCommunications/Pages/OHA-Reduces-Services.aspx
In-Home Supportive Services (IHSS),"For information on COVID-19, please click on the CDSS Informational for IHSS ... Suite 300, Oakland, CA 94605 OR drop-off your completed forms at the table ...",https://www.alamedasocialservices.org/public/services/elders_and_disabled_adults/in_home_Supportive_services.cfm
